FID,the_geom,FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,STATE,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,EURO_MMBO,EURG_TCFG,EURC_MMBO,HL10_MMBOE,HL20_MMBOE,HL50_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_NAME,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,AGE_CODE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE,TRAP_DESC,REFERENCES,COMMENTS
giant_oil_and_gas_fields_of_the_world_co_yxz.819,POINT (-88.481668 28.192593),817,Thunder Horse,See Crazy Horse; Mississippi Canyon Block 778 and 822,A,NORTH AMERICA,United States,USA - Gulf of Mexico Deepwater,28.192593,-88.481668,B,Offshore,1999,Oil,Giant,987.5,816.706,800,1.125,-99999.99,698.319,830.416,921.384,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,"sandstone, turbidite",Cenozoic,Neogene,Miocene,,CZ_NG_MIO,20000,6.1,Structural,,,"5, 35, 38, 875, 1050",
giant_oil_and_gas_fields_of_the_world_co_yxz.820,POINT (-88.481668 28.21611),818,Thunder Horse North,,A,NORTH AMERICA,United States,USA - Gulf of Mexico Deepwater,28.21611,-88.481668,B,Offshore,2000,Oil,Giant,501.667,430.522,430,0.43,-99999.99,380.215,436.739,474.611,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,"sandstone, turbidite",Cenozoic,Neogene,Miocene,,CZ_NG_MIO,20000,6.1,Structural,,,"947, 1050",
giant_oil_and_gas_fields_of_the_world_co_yxz.821,POINT (94.748442 26.932611),819,Lakwa,,G,ASIA AND OCEANIA,India,,26.932611,94.748442,A,Onshore,1964,Oil,Giant,500,147.838,500,-99999.99,-99999.99,31.268,125.037,287.208,8034,Assam,BS000000147,ASSAM,TYPE 2,,SANDSTONE,sandstone: multi-stacked reservoirs established in deep water meandering channel-levee-overbank complexes,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,-99999.99,-99999.99,Structural,,,"38, 58, 59, 923",
giant_oil_and_gas_fields_of_the_world_co_yxz.822,POINT (105 5.666667),820,Guntong,,G,ASIA AND OCEANIA,Malaysia,,5.666667,105,B,Offshore,1983,Oil,Giant,500,243.974,500,-99999.99,-99999.99,116.665,241.521,373.735,3703,Malay Basin,BS000000117,MALAY,TYPE 3,,SANDSTONE,"clean, medium-grained sandstones",Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,-99999.99,-99999.99,Structural,,,"38, 80, 630",
giant_oil_and_gas_fields_of_the_world_co_yxz.823,POINT (115.5 35.25),821,Zhongyuan,,G,ASIA AND OCEANIA,China,,35.25,115.5,B,Onshore,1975,Oil,Giant,733,285.662,733,-99999.99,-99999.99,98.243,268.351,490.392,3127,Bohaiwan Basin,BS000000243,NORTH CHINA,TYPE 3,,SANDSTONE,,Cenozoic,Paleogene,Eocene,,CZ_PG_EOC,9300,2.84,Structural,,,"2, 254",
giant_oil_and_gas_fields_of_the_world_co_yxz.824,POINT (-91.408224 26.209225),822,Jack-St. Malo-Big Foot,"Jack (WR 759), St. Malo (WR 678), Big Foot (WR 29); Lower Tertiary (Walker Ridge) Trend",A,NORTH AMERICA,United States,USA - Gulf of Mexico Deepwater,26.209225,-91.408224,B,Offshore,2004,Oil,Giant,926,926,878,0.288,-99999.99,926,926,926,5097,Gulf Cenozoic OCS,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Eocene,,CZ_PG_EOC,28175,8.59,Structural,,,"1005, 1006, 1143",
giant_oil_and_gas_fields_of_the_world_co_yxz.825,POINT (-94.8 26.5),823,Silvertip-Great White-Tiger-Tobabo-Trident,"Perdido Fold Belt/Alaminos Canyon Cluster,  Deepwater Lower Tertiary Trend",A,NORTH AMERICA,United States,USA - Gulf of Mexico Deepwater,26.5,-94.8,B,Offshore,2004,Oil,Giant,500,500,500,-99999.99,-99999.99,500,500,500,5097,Gulf Cenozoic OCS,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Eocene,,CZ_PG_EOC,-99999.99,-99999.99,Structural,,,"1006, 1008, 1009, 1193",
giant_oil_and_gas_fields_of_the_world_co_yxz.826,POINT (32.480036 10.448522),824,Palogue,Melut Basin,F,AFRICA,Sudan,,10.448522,32.480036,A,Onshore,2003,Oil,Giant,600,577.045,600,-99999.99,-99999.99,559.828,579.566,591.741,7146,Sud,BS000000604,MELUT RIFT,TYPE 1,,SANDSTONE,"sandstone, fluvial",Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,5000,1.52,Structural,,,984,
giant_oil_and_gas_fields_of_the_world_co_yxz.827,POINT (45.702906 43.297922),825,Starogroznyy,,D,EASTERN EUROPE AND FORMER USSR,Russia,,43.297922,45.702906,A,Onshore,1893,Oil,Giant,650,51.248,650,-99999.99,-99999.99,0.297,13.885,139.562,1109,Middle Caspian Basin,BS000000213,NORTH CAUCASUS,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,13500,4.12,Structural,,,"1, 2, 38, 765",
giant_oil_and_gas_fields_of_the_world_co_yxz.828,POINT (-38.189908 -12.354125),826,Miranga,,B,CENTRAL AND SOUTH AMERICA,Brazil,,-12.354125,-38.189908,A,Onshore,1965,Oil,Giant,590,178.642,590,-99999.99,-99999.99,39.544,152.745,343.636,6032,Reconcavo Basin,BS000000057,RECONCAVO,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3500,1.07,Structural,,,"2, 184, 185, 917",
giant_oil_and_gas_fields_of_the_world_co_yxz.829,POINT (-4.466667 5),827,Espoir,Jacqueville,F,AFRICA,Ivory Coast,,5,-4.466667,B,Offshore,1980,Oil,Giant,1000,447.304,1000,-99999.99,-99999.99,189.532,435.352,717.028,7183,Gulf of Guinea,BS000000087,COTE D'IVOIRE,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,6800,2.07,Structural,,,"2, 600, 982",
giant_oil_and_gas_fields_of_the_world_co_yxz.830,POINT (71.939667 61.660008),828,Pravdinsk-Salym,,D,EASTERN EUROPE AND FORMER USSR,Russia,,61.660008,71.939667,A,Onshore,1964,Oil,Supergiant,9581.573,2833.039,9103.74,2.867,-99999.99,599.201,2396.099,5503.817,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7585,2.31,Structural,,,"1, 2, 3, 38, 760, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.831,POINT (47.723736 29.873736),829,Raudhatain,,E,MIDDLE EAST,Kuwait,,29.873736,47.723736,A,Onshore,1955,Oil,Supergiant,10024.745,2418.124,8900,6.748,-99999.99,336,1835.297,5083.076,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,sand,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7900,2.41,Structural,,,"1, 2, 3, 708, 709, 710, 1145, 1154",
giant_oil_and_gas_fields_of_the_world_co_yxz.832,POINT (47.961003 28.962625),830,Greater Burgan,,E,MIDDLE EAST,Kuwait,,28.962625,47.961003,A,Onshore,1938,Oil,Megagiant,67729.295,11570.699,60600,42.776,-99999.99,698.877,6880.001,27133.22,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,3926,1.2,Structural,,,"1, 2, 3, 704, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.833,POINT (49.2 29.3),831,Fereidoon,,E,MIDDLE EAST,Iran,,29.3,49.2,B,Offshore,1960,Oil,Supergiant,10000,2695.143,10000,-99999.99,-99999.99,473.968,2177.081,5434.378,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Structural,,,"1, 545",
giant_oil_and_gas_fields_of_the_world_co_yxz.834,POINT (77.066083 60.879142),832,Sosnino,"Sovetskoye, Medvedev",D,EASTERN EUROPE AND FORMER USSR,Russia,,60.879142,77.066083,A,Onshore,1962,Oil,Giant,4200,1185.08,4200,-99999.99,-99999.99,228.661,979.987,2346.593,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,11130,3.39,Structural,,,"1, 2, 764",
giant_oil_and_gas_fields_of_the_world_co_yxz.835,POINT (43.232697 45.716589),833,Oktyabr'skoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,45.716589,43.232697,A,Onshore,1969,Oil,Giant,520,173.584,520,-99999.99,-99999.99,45.986,154.637,320.131,1109,Middle Caspian Basin,BS000000213,NORTH CAUCASUS,TYPE 1,,SANDSTONE,clastics,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Structural,,,"1, 38, 635, 637",
giant_oil_and_gas_fields_of_the_world_co_yxz.836,POINT (78.20833 62.32417),834,Tagra,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.32417,78.20833,A,Onshore,1975,Oil,Giant,672.24,261.983,610.05,0.373,-99999.99,90.1,246.107,449.743,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7234,2.21,Structural,,,"3, 38, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.837,POINT (47.733333 30.066667),835,Abdalli,,E,MIDDLE EAST,Kuwait,,30.066667,47.733333,B,Onshore,1990,Oil,Giant,525,318.197,400,0.75,-99999.99,198.979,323.209,432.403,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,"limestone, sandstone",Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Structural,,,"3, 703, 898",
giant_oil_and_gas_fields_of_the_world_co_yxz.838,POINT (73.862675 59.079622),836,Taylakovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,,59.079622,73.862675,A,Onshore,1964,Oil,Giant,1301.5,384.822,1290,0.069,-99999.99,81.392,325.471,747.603,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,MZ_JR_M,8399,2.56,Structural,,,"3, 38, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.839,POINT (-106.433333 77.416667),837,Cisco,,A,NORTH AMERICA,Canada,Canada - Arctic Islands,77.416667,-106.433333,B,Onshore,1981,Oil,Giant,1000,1000,1000,-99999.99,-99999.99,1000,1000,1000,5234,Sverdrup Basin,BS000000346,FRANKLINIAN - SVERDRUP,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,6500,1.98,Structural,,,"2, 38, 212, 953",
giant_oil_and_gas_fields_of_the_world_co_yxz.840,POINT (57.151056 66.629661),838,Vozey,,D,EASTERN EUROPE AND FORMER USSR,Russia,,66.629661,57.151056,A,Onshore,1972,Oil,Giant,1000,360.199,1000,-99999.99,-99999.99,108.87,329.955,641.773,1008,Timan-Pechora Basin,BS000000772,TIMAN - PECHORA,TYPE 2,,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,MZ_TR_U,-99999.99,-99999.99,Structural,,,"2, 38, 121",
giant_oil_and_gas_fields_of_the_world_co_yxz.841,POINT (56.69139 67.17361),839,Kharyaga,,D,EASTERN EUROPE AND FORMER USSR,Russia,,67.17361,56.69139,A,Onshore,1977,Oil,Giant,1077.83,443.401,1077.83,-99999.99,-99999.99,165.936,422.908,741.359,1008,Timan-Pechora Basin,BS000000772,TIMAN - PECHORA,TYPE 2,,SANDSTONE,,Mesozoic,Triassic,Lower Triassic,,MZ_TR_L,5328,1.62,Structural,,,"3, 119, 121",
giant_oil_and_gas_fields_of_the_world_co_yxz.842,POINT (49.775592 23.663472),840,Niban,,E,MIDDLE EAST,Saudi Arabia,,23.663472,49.775592,A,Onshore,1999,Oil,Giant,2383.333,1971.122,1800,3.5,-99999.99,1685.395,2004.21,2223.761,2021,Greater Ghawar Uplift,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,"sandstone, braided stream",Paleozoic,Permian,Cisuralian,,PZ_PR_CIS,13500,4.12,Structural,,,947,
giant_oil_and_gas_fields_of_the_world_co_yxz.843,POINT (9.919727 28.924642),841,Al Wafa,,F,AFRICA,Libya,,28.924642,9.919727,A,Onshore,1991,Oil,Giant,590,369.471,135,2.73,-99999.99,239.66,376.031,492.721,2056,Illizi Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,,SANDSTONE,quartzose sandstone,Paleozoic,Devonian,Upper Devonian,,PZ_DV_U,-99999.99,-99999.99,Structural,,,"3, 4, 38, 599, 899",
giant_oil_and_gas_fields_of_the_world_co_yxz.844,POINT (55.916667 18.65),842,Nimr,,E,MIDDLE EAST,Oman,,18.65,55.916667,B,Onshore,1980,Oil,Giant,500,223.652,500,-99999.99,-99999.99,94.766,217.676,358.514,2011,South Oman Salt Basin,BS000000033,RUB AL KHALI,TYPE 1,,SANDSTONE,,Paleozoic,Cambrian,Furongian,,PZ_CM_FUR,5906,1.8,Structural,,,"3, 38, 98, 99",
giant_oil_and_gas_fields_of_the_world_co_yxz.845,POINT (124.452589 -12.944025),843,Crux,,G,ASIA AND OCEANIA,Australia,,-12.944025,124.452589,B,Offshore,2000,Gas,Giant,500,429.091,-99999.99,2.64,60,378.951,435.288,473.034,3913,Browse Basin,BS000000300,BONAPARTE,TYPE 1,,SANDSTONE,deltaic sandstone,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,12473,3.8,Structural,,,947,
giant_oil_and_gas_fields_of_the_world_co_yxz.846,POINT (-97.5 27.833333),844,Agua Dulce-Stratton,,A,NORTH AMERICA,United States,USA - Texas,27.833333,-97.5,B,Onshore,1928,Gas,Giant,514.7,73.046,149.7,2.19,-99999.99,2.656,36.973,179.509,5047,Western Gulf,BS000000263,SABINAS - RIO GRANDE,TYPE 1,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,-99999.99,-99999.99,Structural,Anticline,Structural closure,"2, 6, 349",
giant_oil_and_gas_fields_of_the_world_co_yxz.847,POINT (-97.5 35.5),845,Oklahoma City,,A,NORTH AMERICA,United States,USA - Oklahoma,35.5,-97.5,B,Onshore,1928,Oil,Giant,829.135,117.67,829.135,-99999.99,-99999.99,4.278,59.56,289.172,5055,Nemaha Uplift,BS000000371,ANADARKO - HUGOTON,TYPE 2,,SANDSTONE,,Paleozoic,Ordovician,Middle Ordovician,,PZ_OR_M,5000,1.52,Structural,Anticline,Structural closure,"1, 2, 6, 327",
giant_oil_and_gas_fields_of_the_world_co_yxz.848,POINT (-59.616667 44.033333),846,Venture,,A,NORTH AMERICA,Canada,Canada - Nova Scotia,44.033333,-59.616667,B,Offshore,1979,Gas,Giant,598.333,260.18,-99999.99,3.59,-99999.99,105.81,251.614,423.117,5217,Scotian Shelf,BS000000353,SCOTIAN SHELF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,17650,5.38,Structural,Anticline,"Structural, faulted","2, 7, 38, 442",
giant_oil_and_gas_fields_of_the_world_co_yxz.849,POINT (30.793414 32.128667),847,Simian,,F,AFRICA,Egypt,,32.128667,30.793414,B,Offshore,1999,Gas,Giant,583.333,482.443,-99999.99,3.5,-99999.99,412.509,490.541,544.277,2035,Nile Delta Basin,BS000000009,NILE DELTA,TYPE 1,,SANDSTONE,"sand, channel fill",Cenozoic,Neogene,Pliocene,,CZ_NG_PLI,-99999.99,-99999.99,Combination,,"Structural, Stratigraphic","4, 291, 875, 892, 930",Gelasian age reservoir
giant_oil_and_gas_fields_of_the_world_co_yxz.850,POINT (30.364877 32.022618),848,Sapphire,,F,AFRICA,Egypt,,32.022618,30.364877,B,Offshore,2000,Gas,Giant,573.333,492.025,-99999.99,2.9,90,434.531,499.13,542.413,2035,Nile Delta Basin,BS000000009,NILE DELTA,TYPE 1,,SANDSTONE,"sandstone, marine deltaic",Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,8250,2.52,Combination,,"Structural, Stratigraphic",947,
giant_oil_and_gas_fields_of_the_world_co_yxz.851,POINT (6.277 3.300167),849,Nnwa Doro,,F,AFRICA,Nigeria,,3.300167,6.277,B,Offshore,2000,Gas,Giant,797.333,684.258,64,4.4,-99999.99,604.301,694.139,754.332,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,,SANDSTONE,"sandstone, canyon fill",Cenozoic,Neogene,Miocene,,CZ_NG_MIO,14925,4.55,Combination,,"Structural, Stratigraphic","40, 460, 466, 916, 919",
giant_oil_and_gas_fields_of_the_world_co_yxz.852,POINT (56.383333 21.183333),850,Khazzan,,E,MIDDLE EAST,Oman,,21.183333,56.383333,B,Onshore,2001,Gas,Giant,500,445.472,-99999.99,3,-99999.99,406.144,450.635,479.636,2014,Ghaba Salt Basin,BS000000033,RUB AL KHALI,TYPE 1,,SANDSTONE,"sandstone, subtidal",Paleozoic,Cambrian,Furongian,,PZ_CM_FUR,14750,4.5,Combination,,"Structural, Stratigraphic","5, 100",
giant_oil_and_gas_fields_of_the_world_co_yxz.853,POINT (7.456036 3.557028),851,Usan,,F,AFRICA,Nigeria,,3.557028,7.456036,B,Offshore,2002,Oil,Giant,541.667,501.273,500,0.25,-99999.99,471.562,505.4,526.858,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,,SANDSTONE,"sandstone, channel fill",Cenozoic,Neogene,Miocene,,CZ_NG_MIO,8150,2.48,Combination,,"Structural, Stratigraphic",1059,
giant_oil_and_gas_fields_of_the_world_co_yxz.854,POINT (120.108945 38.385761),852,Peng Lai,,G,ASIA AND OCEANIA,China,,38.385761,120.108945,B,Offshore,1999,Oil,Giant,835,690.582,800,0.21,-99999.99,590.478,702.174,779.094,3124,Luxi Jiaoliao Uplift,BS000000243,NORTH CHINA,TYPE 3,,SANDSTONE,"sandstone, fluvial",Cenozoic,Neogene,Miocene,,CZ_NG_MIO,5000,1.52,Combination,,"Structural, Stratigraphic","4, 237",
giant_oil_and_gas_fields_of_the_world_co_yxz.855,POINT (21.27125 28.8205),853,059-6J-001,,F,AFRICA,Libya,,28.8205,21.27125,A,Onshore,2002,Oil,Giant,902.5,835.199,900,0.015,-99999.99,785.695,842.075,877.826,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,SANDSTONE,"sandstone, fluvial, shallow marine",Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,10967,3.34,Combination,,"Structural, Unconformity",947,
giant_oil_and_gas_fields_of_the_world_co_yxz.856,POINT (-44.150386 -24.487811),854,Mexilhao,,B,CENTRAL AND SOUTH AMERICA,Brazil,,-24.487811,-44.150386,B,Offshore,2001,Gas,Giant,1343,1196.537,-99999.99,7.68,63,1090.903,1210.406,1288.303,6036,Santos Basin,BS000000061,SANTOS,TYPE 1,,SANDSTONE,"sandstone, turbidite",Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,15750,4.8,Structural,Gravity Flow,"Structural, Stratigraphic, deep marine","1062, 1192",
giant_oil_and_gas_fields_of_the_world_co_yxz.857,POINT (121.639042 -14.606459),855,Calliance,Formerly Brecknock South,G,ASIA AND OCEANIA,Australia,,-14.606459,121.639042,B,Offshore,2000,Gas,Giant,748.467,642.321,-99999.99,3.97,87,567.265,651.597,708.101,3913,Browse Basin,BS000000301,BROWSE,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,12076,3.68,Combination,,"Structural. Fluvial, Marine delta",947,
giant_oil_and_gas_fields_of_the_world_co_yxz.858,POINT (2.133333 56.5),856,Fulmar,,C,WESTERN EUROPE,United Kingdom,,56.5,2.133333,B,Offshore,1980,Oil,Giant,500,223.652,500,-99999.99,-99999.99,94.766,217.676,358.514,4025,North Sea Graben,BS000000488,CENTRAL GRABEN,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,10827,3.3,Combination,,Structural/diagenetic,"3, 38, 131, 132, 902",
giant_oil_and_gas_fields_of_the_world_co_yxz.859,POINT (101.266667 10.516667),857,Benchamas,,G,ASIA AND OCEANIA,Thailand,,10.516667,101.266667,B,Offshore,1995,Gas,Giant,920,659.571,420,3,-99999.99,493.081,673.524,812.108,3507,Thai Basin,BS000000121,PATTANI,TYPE 3,,SANDSTONE,fluvio-deltaic sandstone,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,-99999.99,-99999.99,Combination,,Structural/stratigraphic,"3, 38, 823, 824, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.860,POINT (101.41035 0.783078),858,Minas,,G,ASIA AND OCEANIA,Indonesia,,0.783078,101.41035,A,Onshore,1944,Gas,Giant,4324,830.275,1324,18,-99999.99,67.622,540.739,1882.463,3808,Central Sumatra Basin,BS000000225,CENTRAL SUMATRA,TYPE 3,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,2400,0.73,Combination,,Structural/stratigraphic,"1, 2, 3, 38, 313, 314, 315",
giant_oil_and_gas_fields_of_the_world_co_yxz.861,POINT (6.566667 65),859,Smoerbukk,Smorbukk,C,WESTERN EUROPE,Norway,,65,6.566667,B,Offshore,1984,Gas,Giant,1116.667,561.33,-99999.99,3.7,500,279.249,558.416,846.325,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,,SANDSTONE,low-permeability sandstone,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,14764,4.5,Combination,,Structural/stratigraphic,"3, 38, 91, 92",
giant_oil_and_gas_fields_of_the_world_co_yxz.862,POINT (-106.25 43.5),860,Salt Creek,,A,NORTH AMERICA,United States,USA - Wyoming,43.5,-106.25,A,Onshore,1906,Oil,Giant,676.147,65.754,676.147,-99999.99,-99999.99,0.76,22.662,173.839,5033,Powder River Basin,BS000000686,POWDER RIVER,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,1000,0.3,Combination,,Structural/stratigraphic,"1, 2, 6, 38, 421, 422",
giant_oil_and_gas_fields_of_the_world_co_yxz.863,POINT (132.85 -2.216667),861,Wiriagar-Deep,With Vorwata = Tangguh,G,ASIA AND OCEANIA,Indonesia,,-2.216667,132.85,B,Onshore,1995,Gas,Giant,2166.667,1553.338,-99999.99,13,-99999.99,1161.242,1586.198,1912.574,3805,Bintuni/Sulawati Province,BS000000170,BINTUNI,TYPE 1,,SANDSTONE,,Unknown,,,,,-99999.99,-99999.99,Combination,,Structural/stratigraphic pinchout,"3, 4, 25, 38, 322, 323, 875, 895, 896",
giant_oil_and_gas_fields_of_the_world_co_yxz.864,POINT (2.083333 59.883333),862,Frigg,,C,WESTERN EUROPE,Norway and United Kingdom,,59.883333,2.083333,B,Offshore,1971,Gas,Giant,696.667,244.585,-99999.99,4.18,-99999.99,70.768,222.04,440.948,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,6000,1.83,Stratigraphic,Gravity Flow,Submarine fans sealed by marine clays,"2, 38, 63, 513, 515, 527",
giant_oil_and_gas_fields_of_the_world_co_yxz.865,POINT (34.020816 32.86597),863,Tamar,,E,MIDDLE EAST,Israel,,32.86597,34.020816,C,Offshore,2009,Gas,Giant,1166.667,1166.667,-99999.99,7,-99999.99,1167,1167,1167,2032,Levantine Basin,BS000000492,EAST MEDITERRANEAN,TYPE 1,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,-99999.99,-99999.99,Structural,Fault Block,"Subsalt, block faults","1170, 1193",
giant_oil_and_gas_fields_of_the_world_co_yxz.866,POINT (51.957886 45.374339),864,Kalamkas,,D,EASTERN EUROPE AND FORMER USSR,Kazakhstan,,45.374339,51.957886,A,Onshore,1976,Oil,Giant,899.498,360.103,759.88,0.838,-99999.99,129.21,340.916,610.182,1150,North Ustyurt Basin,BS000000074,PRECASPIAN,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,2441,0.74,Stratigraphic,Sub-unconformity,Sub-unconformity truncation,"3, 38, 693, 694, 695",
giant_oil_and_gas_fields_of_the_world_co_yxz.867,POINT (-68.101525 -38.195381),865,Loma de la Lata,,B,CENTRAL AND SOUTH AMERICA,Argentina,,-38.195381,-68.101525,A,Onshore,1977,Gas,Giant,1658,682.073,-99999.99,8.7,208,255.256,650.549,1140.415,6055,Neuquen Basin,BS000000138,NEUQUEN,TYPE 3,,SANDSTONE,,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,9672,2.95,Stratigraphic,Sub-unconformity,Sub-unconformity truncation trap,"2, 3, 158",
giant_oil_and_gas_fields_of_the_world_co_yxz.868,POINT (144.15 -7.75),866,Hides,,G,ASIA AND OCEANIA,Papua New Guinea,,-7.75,144.15,B,Onshore,1987,Gas,Giant,1402.943,772.927,-99999.99,8,70,431.915,778.429,1108.439,3969,Papuan Basin-Shelf Platform,BS000000177,PAPUAN,TYPE 1,,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,492,0.15,Structural,Fault,Thrust fault,"3, 38, 556, 557",
giant_oil_and_gas_fields_of_the_world_co_yxz.869,POINT (116.116667 -19.6),867,Rankin North,,G,ASIA AND OCEANIA,Australia,,-19.6,116.116667,B,Offshore,1971,Gas,Giant,1208.882,424.413,-99999.99,6.798,76,122.799,385.292,765.149,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,,SANDSTONE,quartzose sandstone,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,8694,2.65,Structural,Fault Block,Tilted fault block,"2, 3, 38, 167, 936",
giant_oil_and_gas_fields_of_the_world_co_yxz.870,POINT (3.55441 60.77199),868,Troll,,C,WESTERN EUROPE,Norway,,60.77199,3.55441,B,Offshore,1979,Gas,Supergiant,5118.239,2225.625,1226.333,22.793,93,905.118,2152.35,3619.408,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,4314,1.32,Structural,Fault Block,Tilted fault block,"2, 3, 38, 513, 516",
giant_oil_and_gas_fields_of_the_world_co_yxz.871,POINT (6.73065 53.23371),869,Groningen,,C,WESTERN EUROPE,Netherlands,,53.23371,6.73065,B,Onshore,1959,Gas,Supergiant,7177.947,1891.329,-99999.99,43,11,317.434,1509.477,3847.076,4035,Northwest German Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,,SANDSTONE,,Paleozoic,Permian,Lopingian,,PZ_PR_LOP,8530,2.6,Structural,Fault Block,Tilted fault block,"1, 2, 3, 38, 494",
